geo_type,region,transportation_type,alternative_name,sub-region,country,2020-01-13,2020-01-14,2020-01-15,2020-01-16,2020-01-17,2020-01-18,2020-01-19,2020-01-20,2020-01-21,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-19,2020-09-20,2020-09-21,2020-09-22,2020-09-23,2020-09-24
county,Oconee County,driving,NA,South Carolina,United States,100,109.5,106.81,117.87,142.73,119.08,102.3,116.95,103.41,104.22,111.12,121.15,134.3,89.74,103.96,106.68,102.84,115.46,129.28,128.89,89.88,108.7,108.01,99.58,94.91,129.91,102.72,91.19,107.5,106.72,109.66,120.98,157.37,148.1,108.46,124.58,108.98,113.37,102.61,144.81,142.48,101.96,106.07,114.13,120.15,125.64,152.21,152.33,111.65,117.7,121.38,112.7,121.68,163.71,153.29,114.07,125.59,124.26,127.29,127.18,139.07,124.04,89.07,102.52,101.7,92.61,107.71,113.87,120.94,71.19,81.79,72.48,98.59,96.5,111.2,120.61,89.39,95.22,76.44,86.38,91.57,101.38,99.73,77.45,93.78,87.71,93.76,103.72,104.33,94.75,52.92,174.48,160.03,157.26,151.89,170.67,183.2,103.95,129.89,149.24,147.06,108.84,169.8,150.56,112.15,142.42,143.58,121.12,145.14,170.34,190.07,171.95,147.88,130.51,143.05,161.59,151.36,171.95,121.76,NA,NA,151.7,173.09,188.99,232.58,191.67,141.98,151.16,135.68,164.08,201.47,241.71,191.75,163.41,167.7,157.62,167.15,193.24,220.75,188.72,172.85,180.49,185.96,197,208.13,250.4,202.37,187.11,177.65,169.81,199.43,232.31,268.73,198.97,189.72,177.55,177.82,205.93,229.41,272.25,201.31,199.12,177.69,192.98,212.16,235.94,251.87,202.8,197.67,200.64,210.81,237.13,275.01,273.16,237.18,197.38,188.54,197.51,206.06,238.91,252.51,208.15,196.94,201.18,212.88,208.27,243.05,261.17,209.31,198.55,193.56,200.55,211.12,231.78,245.54,219.05,206.4,201.95,197.67,203.8,226.9,257.26,209.15,197.46,208.12,210.82,214.82,241.59,252.86,219.65,202.54,199.34,219.6,222.93,248.52,253.12,250.64,228.86,220.71,202.62,214.46,268.18,247.83,199.08,182.42,183.87,191.18,197.33,236.56,228.26,186.9,182.7,187.46,190.6,208.23,261.48,296.7,276.89,252.08,190.22,183.21,208.33,245.01,235.61,182.56,190.83,189.32,189.15,172.07,246.71,242.82,187.2,184.08,180.96,181.83,185.33
county,Orangeburg County,driving,NA,South Carolina,United States,100,94.29,102.57,114.66,160.18,124.98,96.05,122.1,96.97,101.14,114.25,134.4,119.45,90.33,93.6,95.4,100.48,116.88,149.72,127.9,100.13,103.7,94.87,100.45,104.18,137.96,118.25,103.53,105.2,110.05,118.3,148.99,186.53,159.35,125.86,137.1,110.42,110.13,116.02,159.5,160.63,110.86,105.96,119.51,124.91,136.92,191.13,175.32,130.81,125.45,110.96,117.42,129.93,188.78,176.64,144.78,132.16,118.2,125.03,142.46,190.46,166.22,144.12,122.52,111.66,112.23,116.87,125.9,115.06,77.25,78.16,75.8,79.36,83.54,94.26,89.73,63.23,73.91,70.92,69.58,76.6,80.6,74.48,52.58,70.88,66.61,67.96,70.52,75.24,68.09,44.9,81.65,82.92,77.84,80.64,100.49,86.85,54.68,85.43,86.35,84.95,81.91,107.82,96.56,75.96,94.42,96.98,96.81,100.13,121.04,114.39,89.74,103.08,100.28,105.59,119.95,142.41,135.42,100.56,NA,NA,119.13,137.42,162.15,161.25,127.43,122.95,120.92,121.67,147.85,221.82,185.37,131.43,148.91,136.16,124.5,145.87,168.87,174.43,138.79,145.94,131.77,144.87,154.55,188.43,232.13,167.58,143.23,138.89,145.31,157.96,201.7,254.38,163.29,146.76,143.34,148.52,170.45,203.83,252.94,171.81,159.38,148.58,153.29,164.83,255.01,290.76,188.06,163.27,149.23,164.1,306.3,206.04,170.74,209.22,166.57,142.66,146.55,164.79,201.97,234.34,157.8,154.39,145.9,154.27,163.31,200.52,247.72,165.34,146.12,146.51,147.77,172.43,207.08,244.44,175.79,152.46,141.3,148.4,158.48,194.97,242.41,158.16,130.2,142.48,139.96,157.15,193.97,215.19,170.4,160.19,144.49,149.39,160.2,188.92,201.72,159.21,145.61,134.57,136.17,153.91,176.44,174.87,145.14,128.53,124.56,131.21,145.07,189.33,168.65,134.29,127.79,132.33,134.82,161.43,253.77,184.72,140.33,234.74,136.35,128.75,143.91,170.22,170.86,138.58,130.47,122.26,130.4,139.4,178.47,166.6,146.8,131.9,121.28,125.74,146.86
county,Pickens County,driving,NA,South Carolina,United States,100,93.4,85.66,91.86,120.45,104.12,86.34,95.08,87.47,86.24,91.77,109.06,116.46,75.7,81.99,86.41,84.31,92.27,113.89,106.67,80.03,83.72,84.43,87.94,84.65,115.12,87.99,82.91,92.03,89.25,92.58,102.38,145.65,140.47,91.69,96.93,90.8,95.84,89.58,121.19,120.06,83.36,84.93,90.29,94.54,103.21,130.68,134.19,95.99,90.2,94.32,90.97,96.25,146.67,143.23,98.28,98.39,97.82,101.07,110.17,128.63,98.77,60.5,68.98,63.72,62.33,68.13,76.79,74.24,46.82,48.83,50.16,60.92,62.05,73.58,69.58,51.86,56.82,51.88,58.42,58.78,68.17,60.82,46.19,59.04,55.15,54.83,59.67,66.23,60.41,33.91,71.92,68.9,79.13,74.82,82.15,75.5,50.38,67.97,73.21,74.1,65.11,86.05,76.9,63.36,78.32,80.89,76.51,83.14,99.06,100.36,88.62,86.46,83.76,91.37,96.29,95.95,97.95,69.45,NA,NA,91.43,98.58,110.9,118.12,94.91,88.88,89.89,87.62,102.87,116.16,120.52,92.76,85.37,98.35,96.33,102.68,116.26,117.89,97.7,110.49,109.44,113.05,119.97,125.23,127.35,105.55,107.91,113.76,107.69,115.08,126.98,131.44,102.09,108.09,108.48,109.61,109.8,123.71,125.25,95.92,110.67,106.28,109.38,116.99,130.31,127.02,107.95,113.38,117.95,121.97,126.61,130.07,110.54,98.03,110.1,107.18,120.7,115.45,136.26,132.52,105.28,113.29,115.93,117.35,118.52,135.74,133.8,105.53,113.43,112.5,116.51,123.38,131.19,126.8,108.34,113.23,113.25,109.87,118.57,130.44,134.66,104.61,113.05,125.39,125.58,129.12,137.34,141.42,118.35,123.84,123.31,130.05,135.85,161.4,184.62,157.93,155.9,147.91,136.84,139.46,157.11,159.35,118.51,121.39,124.81,129.68,132.19,160.83,157.66,118.77,115.68,127.39,130,134.04,160.17,165.29,135.8,124.96,125.45,125.62,134.84,189.88,218.59,179.35,158.08,153.9,149.5,144.67,210.6,207.45,150.9,143.88,145.49,147.43,143.15
county,Pickens County,walking,NA,South Carolina,United States,100,69.68,63.38,62.79,59.91,46.8,45.14,36.67,54.86,47.25,56.98,63.65,55.77,33.24,51.08,58.33,48.2,49.1,57.43,52.52,34.5,42.75,47.93,60.05,36.89,54.59,46.67,40.95,54.5,47.61,45.27,54.37,79.77,79.5,41.71,49.73,47.75,43.2,41.35,60.41,66.44,28.02,35.09,42.3,46.22,46.08,65.14,66.89,40.05,36.13,41.22,41.31,42.7,96.17,100.27,41.98,47.66,41.26,47.03,53.69,49.91,29.28,15.63,21.08,18.56,19.82,22.7,27.79,25.45,17.34,16.71,16.4,18.38,23.11,26.22,28.29,18.2,22.75,19.86,21.98,22.34,25.32,22.66,15.72,28.42,20.27,23.15,21.4,25.99,23.96,8.74,22.48,21.13,31.08,22.93,24.82,26.71,15.86,23.96,22.12,27.75,20.5,29.23,23.92,18.65,22.48,23.65,19.64,24.95,33.33,36.94,26.67,27.16,26.26,26.13,29.5,31.71,32.79,19.77,24.14,20.86,33.87,29.91,34.19,41.94,39.82,32.57,31.85,29.55,43.11,43.42,44.86,31.62,30.05,33.74,31.94,37.88,42.97,41.98,30.63,41.26,41.53,43.38,46.22,46.04,46.26,28.2,38.96,37.93,37.93,39.05,44.37,53.51,28.65,37.16,42.16,39.05,34.91,42.07,40.27,28.24,40.18,36.62,47.75,44.37,49.82,43.33,36.71,43.51,47.7,42.16,42.48,44.46,39.73,33.42,39.64,40.72,41.85,40.68,50.18,47.12,32.52,48.42,47.48,42.16,45.54,54.37,47.03,33.29,43.92,39.86,42.75,46.22,48.56,49.1,31.94,45.32,36.94,40.63,48.51,46.76,53.02,30.23,49.5,45.54,50.54,44.86,57.97,67.97,48.69,55.27,49.91,53.69,64.46,78.15,108.56,83.78,85.86,79.64,71.49,72.3,84.41,86.22,47.03,56.22,62.25,64.82,74.23,88.33,83.78,49.19,52.48,58.29,61.89,63.69,78.78,82.3,47.43,58.65,58.24,63.56,67.16,163.6,255.05,238.02,210.77,201.8,174.37,141.35,262.84,311.76,159.1,226.67,203.29,212.16,171.17
county,Richland County,driving,NA,South Carolina,United States,100,102.4,108.64,116.53,129.31,112.54,83.48,97.53,98.67,101.88,110.38,121.34,116.48,79.05,94.91,98.91,102.85,116.64,125.2,123.97,85.5,98.99,103.55,106.01,97.1,130.38,122.8,87.53,102.27,109.67,112.13,122.55,152.66,129.51,89.06,104.18,106.94,119.53,112.4,135.97,132.89,90.23,98.83,110.71,112.1,121.13,153.7,158.41,100.72,105.95,109.53,111.86,116.16,152.04,141.99,88.73,100.94,103.98,107.49,111.73,122.55,110.34,75.59,88.14,79.95,74.98,76.56,82.26,69.68,47.62,58.37,57.16,63.38,64.21,73.24,64,45.07,57.96,55.16,58.79,60.63,68.82,58.27,44.66,60.5,57.78,56.2,62.53,67.33,58.43,36.18,61.24,65.88,69.9,72.08,81.27,71.83,50.1,70.13,72.85,74.48,71.44,85.99,77.86,60.16,77.04,80.95,79.79,84.9,96.85,87.83,68.12,85.88,88.1,90.45,95.56,105.24,102.84,72.41,NA,NA,101.37,107.78,123.35,113.76,88.78,103.13,105.02,103.17,115.43,132.21,123.95,88.17,92.56,109.58,106.09,121.86,125.72,128.46,92.54,115.58,113.89,118.37,123.44,142.65,134.86,99.36,119.3,124.09,119.22,124.17,146.96,138.5,104.02,118.07,117.06,121.41,125.85,146.68,147.37,97.76,121.49,123.68,123.88,130.66,148.84,144.95,108.74,124.65,127.51,129.52,141.83,137.7,109.5,100.1,122.52,118.47,122.1,131.91,147.66,142.97,104.63,122.91,125.33,129.08,133.66,154.3,152.05,108.01,121.56,126.99,128.07,134.85,149.59,145.87,108.1,127.49,129.88,133.23,134.94,150.78,147.2,106.72,123.35,132.47,130.38,140.07,156.43,154.01,121.59,138.36,140.67,141,144.13,171.14,167.93,142.69,163.31,160.09,156.05,171.37,179.65,166.78,126.08,143.78,144.83,141.72,146.64,168.13,153.7,116.88,132.59,136.24,138.57,151.78,179.56,152.69,118.76,121.85,134.59,132.59,143.72,165.82,163.38,116.92,134.18,135.37,133.88,126.22,161.85,157.19,114.43,125.76,128.27,127.44,136.46
county,Richland County,walking,NA,South Carolina,United States,100,91.52,76.5,73.23,72.69,69.09,42.25,48.85,52.37,57.24,61.63,61.84,74.24,39.57,51.96,55.81,57.33,80.61,61.46,76.26,42.26,48.24,54.13,57.52,47.63,76.21,79.14,39.87,54.74,56.7,53.52,59.42,84.97,81.17,38.74,50.12,52.02,54.12,51.44,68.09,82.13,39.33,45.91,53.46,53.12,59.22,82.98,129.8,43.84,46.27,48.58,52.06,49.42,66.37,71.71,34.71,39.8,40.89,42.41,42.72,47.2,50.4,27.98,33.11,30.21,28.86,30.74,31.07,30.45,19.45,20.78,19.62,27.3,25.46,27.3,26.04,19.18,23.09,21.15,24.04,26.92,29.06,23.76,21.32,26.47,25.34,26.47,27.68,27.36,26.78,13.96,25.51,28.07,29.3,31.33,34.58,29.67,20,28.6,29.79,30.19,27.01,33.49,31.65,25.74,29.09,31.88,30.76,29.89,39.75,35.18,27.4,35.01,34.19,35.79,36.17,42.03,41.1,27.61,38.44,29.78,42.33,44.47,53.25,53.32,37.63,47.27,44.88,43.65,50.95,57.21,55.77,37.67,40.09,48.74,44.52,49.7,52.37,66.42,38.68,46.8,48.11,48.03,50.02,61.02,54.98,39.33,47.91,53.56,48.97,54.48,60.7,58.14,43.5,49.64,46.56,48.49,50.62,60.31,62.72,37.97,49.99,54.56,51.31,55.72,61.09,60.94,41.64,53.58,55.28,55.84,55.65,61.14,48,40.63,49.35,51.62,51.3,57.29,62.86,60.32,43.18,54.55,52.81,58.67,57.46,66.02,66.48,41.75,52.46,52.99,54.04,57.9,64.5,64.24,45.57,57.47,60.04,57.76,59.96,66.97,67.13,44.78,54.59,63.26,59.38,66.14,72.49,80.85,65.27,84.06,87.17,92.38,80.47,97.15,105.33,108.15,147.9,148.73,162.24,193.39,161.06,115.14,85.15,152.92,128.69,110.76,103.35,102.78,91.87,59.78,83.83,84.49,83.2,85.77,94.22,83.91,64.62,69.11,79.04,79.45,87.52,96.71,95.74,62.33,73.88,82.5,75.53,72.64,92.68,95.17,59.39,76.64,74.41,72.92,78.18
county,Saluda County,driving,NA,South Carolina,United States,100,96.53,97.59,107.08,122.79,114.08,78.98,97.95,105.31,92.92,98.58,124.77,122.08,75.02,107.86,112.38,93.14,100,114.51,128.8,78.27,97.66,98.58,97.17,74.59,114.01,99.29,90.59,98.51,105.73,90.23,106.86,133.62,124.56,81.17,106.58,94.76,98.94,92.57,121.66,136.23,91.01,91.72,105.1,97.31,110.83,136.59,122.65,91.44,100.92,88.89,101.91,95.82,131.56,147.77,102.34,106.09,106.37,113.59,110.83,135.88,127.32,85.7,109.48,98.3,85.07,99.93,112.53,108,63.27,80.11,71.05,86.62,100.92,102.05,120.52,74.1,89.38,70.98,81.88,86.13,104.32,100.42,64.9,94.98,86.34,87.83,102.34,98.16,80.18,49.19,97.81,95.05,92.71,101.84,103.89,101.34,56.12,96.96,107.08,107.29,98.58,128.73,113.94,96.89,100.64,101.34,102.26,111.46,127.53,123.14,101.06,110.47,117.76,109.2,124.42,145.29,149.04,99.08,NA,NA,130.43,131.35,144.8,160.79,120.03,119.82,118.68,125.48,153.43,170.49,171.62,135.88,137.3,132.48,128.59,141.61,150.04,167.02,136.94,139.84,142.53,142.39,149.61,181.81,189.53,144.87,149.89,160.08,147.56,151.88,185.42,193.21,140.34,140.62,146.78,155.91,150.39,187.62,224.42,137.65,148.69,143.45,145.44,165.46,180.4,196.53,146,158.6,144.23,151.95,184.01,208.21,185.21,166.95,148.97,130.08,141.12,160.93,193.84,186.98,127.6,153.01,159.31,155.91,163.2,185.35,176.29,156.9,172.26,158.81,160.08,169.85,187.76,202.12,146.99,150.46,155.56,160.44,175.09,181.53,197.1,131.07,142.25,157.89,170.13,158.67,181.25,199.29,149.82,170.28,165.25,169.07,157.68,181.1,190.73,145.72,152.8,150.46,161.64,161.71,192,186.06,131.92,148.34,153.86,156.26,161.71,206.51,165.82,125.12,145.08,153.57,159.38,170.49,212.95,213.66,157.4,159.66,139.28,148.41,171.48,181.25,177.71,140.91,139.63,139.84,164.76,127.67,181.6,169.07,130.57,146.57,145.36,139.92,146.64
county,Spartanburg County,driving,NA,South Carolina,United States,100,102.92,108.78,110.87,129,106.35,83.5,110.58,107.09,114.01,107.53,119.36,115.75,80.85,101.8,105.13,105.67,117.24,129.99,134.68,89.14,104.7,108.45,106.86,108.16,136.68,108,90.22,111.08,112.38,111.9,124.28,158.12,130.44,93.04,116.17,115.07,116.46,103.78,136.16,133.19,94.16,106.43,115.19,120.65,127.64,152.02,133.08,97.64,114.41,119.44,117.95,121.32,152.15,148.38,112.93,119.65,119.72,116.71,125.78,137.8,120.28,84.19,103.89,94.34,91.64,92.93,104.77,86.53,57.99,76.31,74.5,82.92,84.74,95.24,81.72,58.4,80.05,73.39,78.66,79.68,86.58,71.91,54.01,77.13,73.52,71.34,78.21,81.12,68.31,39.12,77.15,83.02,87.93,88.68,98.74,88.3,60.54,87.39,93.41,94.08,82.12,108.5,89.08,72.78,97.42,100.18,93.36,106.72,118.85,106.98,84.78,107.24,105.08,115.67,121.98,127.35,119.76,86.46,NA,NA,124.25,129.73,144.67,133.93,102.9,123.64,120.72,119.62,137.74,158.07,147.39,104.34,107.17,138.29,133.79,149.73,154.98,151.88,109.43,137.54,136.97,141.42,145.22,162.29,152.28,117.02,145.57,146.7,141.39,155.64,174.95,160.49,120.53,148.89,143.59,146.09,153.83,181.03,175.18,123.25,162.71,150.96,152.75,161.88,178.81,172.64,124.96,152.67,151.77,154.67,173.1,164.9,127.19,120.36,151.19,154.37,154.16,164.24,181.16,170.2,124.94,153.65,156.16,157.25,163.53,186.75,166.39,125.36,151.84,150.95,159.03,163.14,181,178.37,136.64,159.41,159.66,159.49,159.99,180.67,169.72,135.19,153.21,162.19,161.29,167.41,182.96,176.69,134.29,152.98,158.82,162.47,167.3,182.65,172.27,135.47,157.89,157.31,167.5,164.08,174.99,168.52,127,147.75,150.2,158.63,160.2,186.12,174.93,132.17,146.06,156.12,158.25,166.4,192.26,166.44,129.4,130.98,156.6,150.45,164.19,185.61,165.4,126.22,150.44,150.07,149.46,152.38,180.81,177.34,127.23,147.13,147.85,148.77,150.72
county,Spartanburg County,walking,NA,South Carolina,United States,100,109.06,108.76,101.24,121.06,112.41,82.71,101.35,90.65,98.35,112.65,110.41,117.35,72.29,90,95.24,98.29,101.41,125.88,175.53,83.59,101.35,105.76,104.71,95.18,154.88,121.88,87.41,107.35,108.76,111.41,115.94,157.18,153.12,87.94,111.76,105,112.24,101.65,135.12,152.18,80.71,93.06,108.29,112.82,120.18,147.18,127.82,83.29,104.59,101.29,113.18,136.29,143.06,158.82,106.06,116.76,104.88,113.24,115.59,125.82,123.53,81.88,99,99.41,100.41,99.76,101.65,100.24,62.59,72.06,71.29,92.12,87.82,98.82,78.24,63.53,79.47,78.82,80.82,89,94.53,78.53,55.82,86,79.94,77.71,76.12,90.88,71.12,40.12,74.88,91.41,78.88,87.88,96.29,91.65,62.82,88.24,91.35,98.94,83.94,109.76,88.41,65.41,102.76,115.94,99.12,114.12,121.47,113.88,84.65,107.94,110.12,125.94,137.06,130.18,147,90.71,129.35,106.18,142.12,146.47,165.71,146.65,116.47,151.59,142.29,141.94,176,176.76,169.88,127.82,122,164.35,167.47,169.35,185.71,186.35,115,170.12,176.59,167.65,158.76,196.47,159.24,122.06,167,165.06,153.76,187.41,191,178.82,114.53,181.18,175.82,181.12,180.18,219.29,195.47,126.47,174.47,188.76,180.82,197.59,204.88,192.35,148.47,188.41,183.18,178.29,210.59,192.76,146.88,123.82,176.88,186.82,195,189.88,229.18,195.12,122.41,181.82,189.53,194.06,183.35,214.29,177.82,126.82,182.18,194.76,195.88,189.88,216.35,199.12,136.53,179.59,190.82,188.71,182.06,210.88,203.53,135.06,182.29,184.82,181.12,226.06,221.18,230.59,135.82,186.18,186.53,194.59,200.88,231.82,227.94,161.65,204.94,205.76,195.59,195.06,223.18,207.94,143.24,185.65,182.41,202.94,201.82,219.41,246.94,155.71,183,206.88,207.53,194.18,223.06,238.76,157.41,143.12,198.24,196.65,203.47,238.88,231.94,142.41,177.71,191.65,187.59,190.65,236.47,240.65,158.76,183.06,192.35,187.47,181.71
county,Sumter County,driving,NA,South Carolina,United States,100,96.18,97.78,108.36,126.83,103.83,77.95,98.81,100.36,99.73,103.32,117.38,118.16,79.98,90.31,94.32,95.24,103.02,122.75,117.53,88.42,102.37,101.61,99.57,91.07,116.77,109.41,79.21,100.36,104.99,106.56,113.74,137.61,125.45,86.87,109.26,97.15,98.27,103.65,128.43,127.48,90.1,103.65,110.36,113.19,125.33,149.62,137.45,94.42,106.76,106.04,102.49,109,138.1,133.91,94.53,115.47,115.4,112.46,116.65,134.53,129.67,86.03,100.82,92,92.3,95.69,104.71,93.46,62.65,77.02,75.21,78.36,84.52,94.04,84.69,62,77.56,74.01,78.65,81.91,89.76,78.25,56.23,79.93,74.95,76.28,84.75,88.71,77.65,48.33,81.44,84.12,90.23,94.26,104.74,89.36,64.15,86.21,92.75,99.82,86.9,110.27,99.26,77.17,100.16,103.02,106.81,105.11,127.04,110.68,84.15,112.93,113.26,116.61,122.76,136.58,131.34,92.49,NA,NA,127.07,137.04,146.84,143.03,108.3,133.78,132.97,126.5,145.43,164.46,149.96,116.33,118.36,139.2,123.08,147.79,156.73,152.75,116.81,153.88,143.71,135.18,139.57,172.95,169.82,122.82,142.78,149.71,150.56,147.49,173.11,169.99,120.19,142.68,142.63,149.49,155.98,178.26,175.82,124.89,151,146.82,151.4,152.85,177.24,171.26,121.85,151.68,150.77,157.11,173.13,171.49,143.53,126.24,147.59,141.05,146.81,155.16,173.47,183.94,127.56,150.53,152.17,156.48,156.52,177.98,166.04,123.59,146.81,149.01,148.88,149.84,169.88,159.88,121.84,147.07,150.93,152.22,155.66,177.18,165.28,119.35,139.62,150.43,145.08,162.64,178.21,170.73,126.5,152.21,151.01,156.11,154.56,175.86,164.19,122.09,152.45,141.1,151.37,153.24,172.34,169.98,120.41,133.64,143.71,152.1,152.96,166.19,165.58,121.41,141.89,143.97,143.11,157.77,185.15,159.47,125.21,127.7,141.47,144.83,149.51,167.09,167.66,113.8,149.33,143.41,148.19,140.62,180.06,161.71,110.42,132.56,131.94,131.56,140.55
county,Union County,driving,NA,South Carolina,United States,100,100.07,104.91,111.93,142.46,112.71,84.27,103.74,108.78,113.24,123.13,131.72,124.97,87.75,106.16,109.44,112.98,117.56,125.1,127.2,85.65,113.7,116.84,111.47,97.12,142.6,122.48,93.18,112.32,110.29,112.39,123.07,157.67,146.99,116.64,119.92,121.23,119.72,109.83,165.92,191.09,144.17,105.83,124.64,119.13,136.7,161.99,174.44,100.33,112.52,110.22,115.79,113.17,142.46,137.88,104.52,117.89,126.87,123.66,131.85,149.15,126.74,79.42,104.39,102.95,99.41,113.24,157.34,116.25,71.17,88.86,85.26,96.4,105.7,107.99,113.37,70.38,96.53,87.22,98.36,105.24,129.36,94.1,74.64,97.71,88.93,84.27,99.08,101.97,85.12,52.62,96.07,98.75,100.46,104.06,115.47,104.85,71.95,112.78,114.94,105.05,99.74,136.63,107.99,92.99,113.63,123.33,113.3,124.84,147.51,125.56,106.62,133.16,120.9,130.41,142.4,142.07,133.94,105.11,NA,NA,143.64,142.01,163.11,207.6,120.38,136.76,127.59,136.76,153.15,173.2,253.93,119.13,119.92,151.77,150.85,165.2,175.82,169.4,125.43,156.88,145.87,144.56,157.27,174.77,184.99,151.25,161.66,162.84,159.57,179.1,181.06,175.75,126.93,154.91,152.56,154.13,162.25,180.47,202.69,169.4,156.88,172.41,152.49,177.59,184.67,168.15,137.22,168.09,155.31,169.86,178.64,174.25,139.45,130.47,163.83,157.6,161.01,168.15,193.84,183.55,134.86,167.04,167.76,165.14,172.21,182.63,182.11,132.57,161.6,167.56,170.45,164.29,170.51,191.02,133.09,173.2,164.09,154.91,161.53,161.93,181.78,134.6,160.03,162.84,161.8,180.08,186.63,186.63,144.1,171.04,167.1,172.67,176.54,192.01,172.48,133.42,148.23,154.46,177.92,179.62,191.87,181.06,136.17,156.29,158.13,164.68,186.96,184.08,159.17,152.42,151.57,157.27,165.79,162.78,200,209.76,171.56,132.11,156.23,172.61,179.95,184.08,173,141.02,171.1,162.71,162.32,141.81,182.04,170.18,134.47,146.26,155.9,163.76,170.58
